ResponseId,Image.Set,Image,Location,Preference,RCP,Scenic,MR1.Experience,MR2.Access,MR3.Engagement
R_kmb4XlMO5V3TL8m,1,3,YELL_CPOF,3,4.5,Y,-1.352054687,-0.369688714,0.150537414
R_kmb4XlMO5V3TL8m,1,4,GRTE_MMT,3,8.5,Y,-1.352054687,-0.369688714,0.150537414
R_kQcPYplIL4cGUkR,1,1,GRTE_SMS,3,4.5,N,0.061029454,-2.845493036,2.198624989
R_kQcPYplIL4cGUkR,1,2,YELL_MWN,3,8.5,N,0.061029454,-2.845493036,2.198624989
R_kQcPYplIL4cGUkR,1,3,YELL_CPOF,3,4.5,Y,0.061029454,-2.845493036,2.198624989
R_kQcPYplIL4cGUkR,1,4,GRTE_MMT,3,8.5,Y,0.061029454,-2.845493036,2.198624989
R_kr9W7OfK6pdJl0C,1,1,GRTE_SMS,2,4.5,N,0.150733118,-0.160153721,0.221298324
R_kr9W7OfK6pdJl0C,1,2,YELL_MWN,3,8.5,N,0.150733118,-0.160153721,0.221298324
R_kr9W7OfK6pdJl0C,1,3,YELL_CPOF,2,4.5,Y,0.150733118,-0.160153721,0.221298324
R_kr9W7OfK6pdJl0C,1,4,GRTE_MMT,3,8.5,Y,0.150733118,-0.160153721,0.221298324
R_kVRpQKlwnEiui9C,1,1,GRTE_SMS,3,4.5,N,-0.453787787,-0.038618651,1.457313277
R_kVRpQKlwnEiui9C,1,2,YELL_MWN,3,8.5,N,-0.453787787,-0.038618651,1.457313277
R_kVRpQKlwnEiui9C,1,3,YELL_CPOF,3,4.5,Y,-0.453787787,-0.038618651,1.457313277
R_kVRpQKlwnEiui9C,1,4,GRTE_MMT,3,8.5,Y,-0.453787787,-0.038618651,1.457313277
R_lFr7Paj7hYm6c2f,1,1,GRTE_SMS,3,4.5,N,-3.04742728,0.908062316,-2.07417877
R_lFr7Paj7hYm6c2f,1,2,YELL_MWN,3,8.5,N,-3.04742728,0.908062316,-2.07417877
R_lFr7Paj7hYm6c2f,1,3,YELL_CPOF,3,4.5,Y,-3.04742728,0.908062316,-2.07417877
R_lFr7Paj7hYm6c2f,1,4,GRTE_MMT,3,8.5,Y,-3.04742728,0.908062316,-2.07417877
R_lqifmfyKppICzNz,1,1,GRTE_SMS,3,4.5,N,0.955675374,-1.096484489,0.991866394
R_lqifmfyKppICzNz,1,2,YELL_MWN,3,8.5,N,0.955675374,-1.096484489,0.991866394
R_lqifmfyKppICzNz,1,3,YELL_CPOF,3,4.5,Y,0.955675374,-1.096484489,0.991866394
R_lqifmfyKppICzNz,1,4,GRTE_MMT,3,8.5,Y,0.955675374,-1.096484489,0.991866394
R_lxMlc7G4mzvLm30,1,1,GRTE_SMS,0,4.5,N,-0.446597888,0.239742641,0.212180971
R_lxMlc7G4mzvLm30,1,2,YELL_MWN,3,8.5,N,-0.446597888,0.239742641,0.212180971
R_lxMlc7G4mzvLm30,1,3,YELL_CPOF,3,4.5,Y,-0.446597888,0.239742641,0.212180971
R_lxMlc7G4mzvLm30,1,4,GRTE_MMT,3,8.5,Y,-0.446597888,0.239742641,0.212180971
R_m1jbBHSedL8Kg2D,1,1,GRTE_SMS,2,4.5,N,0.849928794,1.259179552,0.512264762
R_m1jbBHSedL8Kg2D,1,2,YELL_MWN,1,8.5,N,0.849928794,1.259179552,0.512264762
R_m1jbBHSedL8Kg2D,1,3,YELL_CPOF,3,4.5,Y,0.849928794,1.259179552,0.512264762
R_m1jbBHSedL8Kg2D,1,4,GRTE_MMT,3,8.5,Y,0.849928794,1.259179552,0.512264762
R_mlEgadoJBEsw1xO,1,1,GRTE_SMS,3,4.5,N,1.167030818,-1.022179464,-0.08853641
R_mlEgadoJBEsw1xO,1,2,YELL_MWN,3,8.5,N,1.167030818,-1.022179464,-0.08853641
R_mlEgadoJBEsw1xO,1,3,YELL_CPOF,3,4.5,Y,1.167030818,-1.022179464,-0.08853641
R_mlEgadoJBEsw1xO,1,4,GRTE_MMT,3,8.5,Y,1.167030818,-1.022179464,-0.08853641
R_mmAJzcF0hXCE1Ze,1,1,GRTE_SMS,3,4.5,N,-0.081447499,0.408018533,1.352445446
R_mmAJzcF0hXCE1Ze,1,2,YELL_MWN,3,8.5,N,-0.081447499,0.408018533,1.352445446
R_mmAJzcF0hXCE1Ze,1,3,YELL_CPOF,3,4.5,Y,-0.081447499,0.408018533,1.352445446
R_mmAJzcF0hXCE1Ze,1,4,GRTE_MMT,3,8.5,Y,-0.081447499,0.408018533,1.352445446
R_mzhVTD2m68aUBIX,1,1,GRTE_SMS,3,4.5,N,0.720212224,1.379019107,0.410376272
R_mzhVTD2m68aUBIX,1,2,YELL_MWN,3,8.5,N,0.720212224,1.379019107,0.410376272
R_mzhVTD2m68aUBIX,1,3,YELL_CPOF,3,4.5,Y,0.720212224,1.379019107,0.410376272
R_mzhVTD2m68aUBIX,1,4,GRTE_MMT,3,8.5,Y,0.720212224,1.379019107,0.410376272
R_nE2l40mejxAy1uA,1,1,GRTE_SMS,3,4.5,N,0.053231467,-0.533708732,-0.812617193
R_nE2l40mejxAy1uA,1,2,YELL_MWN,3,8.5,N,0.053231467,-0.533708732,-0.812617193
R_nE2l40mejxAy1uA,1,3,YELL_CPOF,2,4.5,Y,0.053231467,-0.533708732,-0.812617193
R_nE2l40mejxAy1uA,1,4,GRTE_MMT,3,8.5,Y,0.053231467,-0.533708732,-0.812617193
R_nQh6bIJKt5qYjT6,1,1,GRTE_SMS,3,4.5,N,-0.214650905,-0.413953239,-0.596488598
R_nQh6bIJKt5qYjT6,1,2,YELL_MWN,3,8.5,N,-0.214650905,-0.413953239,-0.596488598
R_nQh6bIJKt5qYjT6,1,3,YELL_CPOF,1,4.5,Y,-0.214650905,-0.413953239,-0.596488598
R_nQh6bIJKt5qYjT6,1,4,GRTE_MMT,3,8.5,Y,-0.214650905,-0.413953239,-0.596488598
R_oJOBlR1dcGB9Ykg,1,1,GRTE_SMS,3,4.5,N,1.088394039,0.583375859,-0.134593583
R_oJOBlR1dcGB9Ykg,1,2,YELL_MWN,-1,8.5,N,1.088394039,0.583375859,-0.134593583
R_oJOBlR1dcGB9Ykg,1,3,YELL_CPOF,0,4.5,Y,1.088394039,0.583375859,-0.134593583
R_oJOBlR1dcGB9Ykg,1,4,GRTE_MMT,0,8.5,Y,1.088394039,0.583375859,-0.134593583
R_okasokTbAFXnTKN,1,1,GRTE_SMS,3,4.5,N,0.347599135,0.567887975,-0.460876143
R_okasokTbAFXnTKN,1,2,YELL_MWN,3,8.5,N,0.347599135,0.567887975,-0.460876143
R_okasokTbAFXnTKN,1,3,YELL_CPOF,3,4.5,Y,0.347599135,0.567887975,-0.460876143
R_okasokTbAFXnTKN,1,4,GRTE_MMT,3,8.5,Y,0.347599135,0.567887975,-0.460876143
R_olE7b9BhtOyvUQu,1,1,GRTE_SMS,3,4.5,N,1.407145407,-0.453169111,-0.179041279
R_olE7b9BhtOyvUQu,1,2,YELL_MWN,3,8.5,N,1.407145407,-0.453169111,-0.179041279
R_olE7b9BhtOyvUQu,1,3,YELL_CPOF,3,4.5,Y,1.407145407,-0.453169111,-0.179041279
R_olE7b9BhtOyvUQu,1,4,GRTE_MMT,3,8.5,Y,1.407145407,-0.453169111,-0.179041279
R_01GTCKW3JE0YcoP,2,1,YELL_MWS,3,4.5,N,1.70574799,-1.186124457,-1.160987324
R_01GTCKW3JE0YcoP,2,2,GRTE_SMS,3,8.5,N,1.70574799,-1.186124457,-1.160987324
R_01GTCKW3JE0YcoP,2,3,GRTE_PBC,3,4.5,Y,1.70574799,-1.186124457,-1.160987324
R_01GTCKW3JE0YcoP,2,4,YELL_CPOF,3,8.5,Y,1.70574799,-1.186124457,-1.160987324
R_07gvLhUpv8NHiGV,2,1,YELL_MWS,3,4.5,N,-0.259000026,0.242168449,-1.123731322
R_07gvLhUpv8NHiGV,2,2,GRTE_SMS,3,8.5,N,-0.259000026,0.242168449,-1.123731322
R_07gvLhUpv8NHiGV,2,3,GRTE_PBC,3,4.5,Y,-0.259000026,0.242168449,-1.123731322
R_07gvLhUpv8NHiGV,2,4,YELL_CPOF,2,8.5,Y,-0.259000026,0.242168449,-1.123731322
R_093zl92MwFc3mfs,2,1,YELL_MWS,3,4.5,N,-0.069946316,-0.116340284,-1.674594578
R_093zl92MwFc3mfs,2,2,GRTE_SMS,3,8.5,N,-0.069946316,-0.116340284,-1.674594578
R_093zl92MwFc3mfs,2,3,GRTE_PBC,3,4.5,Y,-0.069946316,-0.116340284,-1.674594578
R_093zl92MwFc3mfs,2,4,YELL_CPOF,3,8.5,Y,-0.069946316,-0.116340284,-1.674594578
R_0bGASBd61fXqUZH,2,1,YELL_MWS,3,4.5,N,-0.216588169,0.550608244,1.11861493
R_0bGASBd61fXqUZH,2,2,GRTE_SMS,3,8.5,N,-0.216588169,0.550608244,1.11861493
R_0bGASBd61fXqUZH,2,3,GRTE_PBC,1,4.5,Y,-0.216588169,0.550608244,1.11861493
R_0bGASBd61fXqUZH,2,4,YELL_CPOF,2,8.5,Y,-0.216588169,0.550608244,1.11861493
R_0h8J2TjhChLCNGC,2,1,YELL_MWS,3,4.5,N,-1.323877367,-0.252681541,0.746696297
R_0h8J2TjhChLCNGC,2,2,GRTE_SMS,3,8.5,N,-1.323877367,-0.252681541,0.746696297
R_0h8J2TjhChLCNGC,2,3,GRTE_PBC,3,4.5,Y,-1.323877367,-0.252681541,0.746696297
R_0h8J2TjhChLCNGC,2,4,YELL_CPOF,3,8.5,Y,-1.323877367,-0.252681541,0.746696297
R_0HN0blDhuEXLTd8,2,1,YELL_MWS,3,4.5,N,-0.204741611,-0.313364765,1.373790817
R_0HN0blDhuEXLTd8,2,2,GRTE_SMS,3,8.5,N,-0.204741611,-0.313364765,1.373790817
R_0HN0blDhuEXLTd8,2,3,GRTE_PBC,2,4.5,Y,-0.204741611,-0.313364765,1.373790817
R_0HN0blDhuEXLTd8,2,4,YELL_CPOF,3,8.5,Y,-0.204741611,-0.313364765,1.373790817
R_0OdR30bniAGtSYn,2,1,YELL_MWS,3,4.5,N,-0.853104947,-0.420790148,0.687749651
R_0OdR30bniAGtSYn,2,2,GRTE_SMS,1,8.5,N,-0.853104947,-0.420790148,0.687749651
R_0OdR30bniAGtSYn,2,3,GRTE_PBC,0,4.5,Y,-0.853104947,-0.420790148,0.687749651
R_0OdR30bniAGtSYn,2,4,YELL_CPOF,-1,8.5,Y,-0.853104947,-0.420790148,0.687749651
R_17aWAYiNSKR2xZO,2,1,YELL_MWS,3,4.5,N,0.965815004,1.307372893,0.363693647
R_17aWAYiNSKR2xZO,2,2,GRTE_SMS,3,8.5,N,0.965815004,1.307372893,0.363693647
R_17aWAYiNSKR2xZO,2,3,GRTE_PBC,1,4.5,Y,0.965815004,1.307372893,0.363693647
R_17aWAYiNSKR2xZO,2,4,YELL_CPOF,3,8.5,Y,0.965815004,1.307372893,0.363693647
R_1aqtL9jpjJoU691,2,1,YELL_MWS,3,4.5,N,-0.389065842,-0.910170473,-0.119645627
R_1aqtL9jpjJoU691,2,2,GRTE_SMS,3,8.5,N,-0.389065842,-0.910170473,-0.119645627
R_1aqtL9jpjJoU691,2,3,GRTE_PBC,2,4.5,Y,-0.389065842,-0.910170473,-0.119645627
R_1aqtL9jpjJoU691,2,4,YELL_CPOF,2,8.5,Y,-0.389065842,-0.910170473,-0.119645627
R_1ejUu4L4IZybpdH,2,1,YELL_MWS,3,4.5,N,0.792615741,1.371151999,0.108028757
R_1ejUu4L4IZybpdH,2,2,GRTE_SMS,3,8.5,N,0.792615741,1.371151999,0.108028757
R_1ejUu4L4IZybpdH,2,3,GRTE_PBC,3,4.5,Y,0.792615741,1.371151999,0.108028757
R_1ejUu4L4IZybpdH,2,4,YELL_CPOF,3,8.5,Y,0.792615741,1.371151999,0.108028757
R_1xKVn8MO9LhFM5q,2,1,YELL_MWS,3,4.5,N,0.839841065,-0.103599656,-0.472851221
R_1xKVn8MO9LhFM5q,2,2,GRTE_SMS,3,8.5,N,0.839841065,-0.103599656,-0.472851221
R_1xKVn8MO9LhFM5q,2,3,GRTE_PBC,2,4.5,Y,0.839841065,-0.103599656,-0.472851221
R_1xKVn8MO9LhFM5q,2,4,YELL_CPOF,2,8.5,Y,0.839841065,-0.103599656,-0.472851221
R_241JCASf2x7mvPD,2,1,YELL_MWS,3,4.5,N,0.862434453,1.396053392,0.787044526
R_241JCASf2x7mvPD,2,2,GRTE_SMS,3,8.5,N,0.862434453,1.396053392,0.787044526
R_241JCASf2x7mvPD,2,3,GRTE_PBC,3,4.5,Y,0.862434453,1.396053392,0.787044526
R_241JCASf2x7mvPD,2,4,YELL_CPOF,3,8.5,Y,0.862434453,1.396053392,0.787044526
R_2fjGcSnVcq2wDkt,2,1,YELL_MWS,3,4.5,N,0.654311507,-0.223187416,-0.727306908
R_2fjGcSnVcq2wDkt,2,2,GRTE_SMS,3,8.5,N,0.654311507,-0.223187416,-0.727306908
R_2fjGcSnVcq2wDkt,2,3,GRTE_PBC,3,4.5,Y,0.654311507,-0.223187416,-0.727306908
R_2fjGcSnVcq2wDkt,2,4,YELL_CPOF,3,8.5,Y,0.654311507,-0.223187416,-0.727306908
R_2KVTfiP0Y9ICGy7,2,1,YELL_MWS,3,4.5,N,-0.165793515,0.172104913,-2.039858809
R_2KVTfiP0Y9ICGy7,2,2,GRTE_SMS,3,8.5,N,-0.165793515,0.172104913,-2.039858809
R_2KVTfiP0Y9ICGy7,2,3,GRTE_PBC,3,4.5,Y,-0.165793515,0.172104913,-2.039858809
R_2KVTfiP0Y9ICGy7,2,4,YELL_CPOF,3,8.5,Y,-0.165793515,0.172104913,-2.039858809
R_2le4RyiM4NcnBa6,2,1,YELL_MWS,3,4.5,N,-1.302852674,0.410086834,-0.674161253
R_2le4RyiM4NcnBa6,2,2,GRTE_SMS,3,8.5,N,-1.302852674,0.410086834,-0.674161253
R_2le4RyiM4NcnBa6,2,3,GRTE_PBC,3,4.5,Y,-1.302852674,0.410086834,-0.674161253
R_2le4RyiM4NcnBa6,2,4,YELL_CPOF,3,8.5,Y,-1.302852674,0.410086834,-0.674161253
R_2SfD2OxKpX8wEPD,2,1,YELL_MWS,3,4.5,N,1.779577022,0.279176511,-1.517442581
R_2SfD2OxKpX8wEPD,2,2,GRTE_SMS,3,8.5,N,1.779577022,0.279176511,-1.517442581
R_2SfD2OxKpX8wEPD,2,3,GRTE_PBC,3,4.5,Y,1.779577022,0.279176511,-1.517442581
R_2SfD2OxKpX8wEPD,2,4,YELL_CPOF,3,8.5,Y,1.779577022,0.279176511,-1.517442581
R_2YADKCoNymzuOzZ,2,1,YELL_MWS,3,4.5,N,1.037831622,0.099129746,0.914673695
R_2YADKCoNymzuOzZ,2,2,GRTE_SMS,3,8.5,N,1.037831622,0.099129746,0.914673695
R_2YADKCoNymzuOzZ,2,3,GRTE_PBC,3,4.5,Y,1.037831622,0.099129746,0.914673695
R_2YADKCoNymzuOzZ,2,4,YELL_CPOF,3,8.5,Y,1.037831622,0.099129746,0.914673695
R_2Z2DJZBRwucPYZF,2,1,YELL_MWS,3,4.5,N,-0.073063069,0.034103171,-0.03662485
R_2Z2DJZBRwucPYZF,2,2,GRTE_SMS,3,8.5,N,-0.073063069,0.034103171,-0.03662485
R_2Z2DJZBRwucPYZF,2,3,GRTE_PBC,3,4.5,Y,-0.073063069,0.034103171,-0.03662485
R_2Z2DJZBRwucPYZF,2,4,YELL_CPOF,3,8.5,Y,-0.073063069,0.034103171,-0.03662485
R_3FA5tis6Tl0Gjwh,2,1,YELL_MWS,3,4.5,N,0.455173665,1.283456292,-0.556216478
R_3FA5tis6Tl0Gjwh,2,2,GRTE_SMS,3,8.5,N,0.455173665,1.283456292,-0.556216478
R_3FA5tis6Tl0Gjwh,2,3,GRTE_PBC,3,4.5,Y,0.455173665,1.283456292,-0.556216478
R_3FA5tis6Tl0Gjwh,2,4,YELL_CPOF,3,8.5,Y,0.455173665,1.283456292,-0.556216478
R_3Jjsbh2hb1oilND,2,1,YELL_MWS,2,4.5,N,-1.849194363,-1.042285276,0.299305467
R_3Jjsbh2hb1oilND,2,2,GRTE_SMS,2,8.5,N,-1.849194363,-1.042285276,0.299305467
R_3Jjsbh2hb1oilND,2,3,GRTE_PBC,0,4.5,Y,-1.849194363,-1.042285276,0.299305467
R_3Jjsbh2hb1oilND,2,4,YELL_CPOF,0,8.5,Y,-1.849194363,-1.042285276,0.299305467
R_3Qm6dbi1NFSsZuX,2,1,YELL_MWS,3,4.5,N,-0.689124276,0.504822685,0.52241077
R_3Qm6dbi1NFSsZuX,2,2,GRTE_SMS,3,8.5,N,-0.689124276,0.504822685,0.52241077
R_3Qm6dbi1NFSsZuX,2,3,GRTE_PBC,3,4.5,Y,-0.689124276,0.504822685,0.52241077
R_3Qm6dbi1NFSsZuX,2,4,YELL_CPOF,3,8.5,Y,-0.689124276,0.504822685,0.52241077
R_3rS2D0QGTEuJyJN,2,1,YELL_MWS,2,4.5,N,0.205497772,-0.781119555,-0.374252613
R_3rS2D0QGTEuJyJN,2,2,GRTE_SMS,1,8.5,N,0.205497772,-0.781119555,-0.374252613
R_3rS2D0QGTEuJyJN,2,3,GRTE_PBC,1,4.5,Y,0.205497772,-0.781119555,-0.374252613
R_3rS2D0QGTEuJyJN,2,4,YELL_CPOF,1,8.5,Y,0.205497772,-0.781119555,-0.374252613
R_3Z7BpsZOGBiuqaM,2,1,YELL_MWS,3,4.5,N,-0.137148054,0.707551413,0.392086904
R_3Z7BpsZOGBiuqaM,2,2,GRTE_SMS,3,8.5,N,-0.137148054,0.707551413,0.392086904
R_3Z7BpsZOGBiuqaM,2,3,GRTE_PBC,3,4.5,Y,-0.137148054,0.707551413,0.392086904
R_3Z7BpsZOGBiuqaM,2,4,YELL_CPOF,3,8.5,Y,-0.137148054,0.707551413,0.392086904
R_4gXqBlpcDLhWudB,2,1,YELL_MWS,3,4.5,N,-0.527479227,0.220800712,-0.542344212
R_4gXqBlpcDLhWudB,2,2,GRTE_SMS,2,8.5,N,-0.527479227,0.220800712,-0.542344212
R_4gXqBlpcDLhWudB,2,3,GRTE_PBC,3,4.5,Y,-0.527479227,0.220800712,-0.542344212
R_4gXqBlpcDLhWudB,2,4,YELL_CPOF,2,8.5,Y,-0.527479227,0.220800712,-0.542344212
R_4JfqPA9KoxWz57T,2,1,YELL_MWS,3,4.5,N,0.343222642,-1.124807919,-0.356276058
R_4JfqPA9KoxWz57T,2,2,GRTE_SMS,3,8.5,N,0.343222642,-1.124807919,-0.356276058
R_4JfqPA9KoxWz57T,2,3,GRTE_PBC,3,4.5,Y,0.343222642,-1.124807919,-0.356276058
R_4JfqPA9KoxWz57T,2,4,YELL_CPOF,3,8.5,Y,0.343222642,-1.124807919,-0.356276058
R_4lu0u9H3hWJfcWt,2,1,YELL_MWS,3,4.5,N,0.023780348,0.17735273,0.334338285
R_4lu0u9H3hWJfcWt,2,2,GRTE_SMS,2,8.5,N,0.023780348,0.17735273,0.334338285
R_4lu0u9H3hWJfcWt,2,3,GRTE_PBC,2,4.5,Y,0.023780348,0.17735273,0.334338285
R_4lu0u9H3hWJfcWt,2,4,YELL_CPOF,1,8.5,Y,0.023780348,0.17735273,0.334338285
R_4ocqC8IQILf01kM,2,1,YELL_MWS,3,4.5,N,-0.162890781,0.083888283,0.272362444
R_4ocqC8IQILf01kM,2,2,GRTE_SMS,3,8.5,N,-0.162890781,0.083888283,0.272362444
R_4ocqC8IQILf01kM,2,3,GRTE_PBC,3,4.5,Y,-0.162890781,0.083888283,0.272362444
R_4ocqC8IQILf01kM,2,4,YELL_CPOF,3,8.5,Y,-0.162890781,0.083888283,0.272362444
R_4PC076HIMWLDIeP,2,1,YELL_MWS,3,4.5,N,1.308893319,-0.350893522,0.442813593
R_4PC076HIMWLDIeP,2,2,GRTE_SMS,3,8.5,N,1.308893319,-0.350893522,0.442813593
R_4PC076HIMWLDIeP,2,3,GRTE_PBC,1,4.5,Y,1.308893319,-0.350893522,0.442813593
R_4PC076HIMWLDIeP,2,4,YELL_CPOF,2,8.5,Y,1.308893319,-0.350893522,0.442813593
R_4U1Iweyw3F1AL3T,2,1,YELL_MWS,3,4.5,N,0.339238278,1.137799856,0.016526401
R_4U1Iweyw3F1AL3T,2,2,GRTE_SMS,3,8.5,N,0.339238278,1.137799856,0.016526401
R_4U1Iweyw3F1AL3T,2,3,GRTE_PBC,1,4.5,Y,0.339238278,1.137799856,0.016526401
R_4U1Iweyw3F1AL3T,2,4,YELL_CPOF,3,8.5,Y,0.339238278,1.137799856,0.016526401
R_52R3SvFvJerOKxv,2,1,YELL_MWS,3,4.5,N,0.524795335,-0.579329768,0.814972024
R_52R3SvFvJerOKxv,2,2,GRTE_SMS,3,8.5,N,0.524795335,-0.579329768,0.814972024
R_52R3SvFvJerOKxv,2,3,GRTE_PBC,3,4.5,Y,0.524795335,-0.579329768,0.814972024
R_52R3SvFvJerOKxv,2,4,YELL_CPOF,3,8.5,Y,0.524795335,-0.579329768,0.814972024
R_5DO9vAkO0lltQ18,2,1,YELL_MWS,3,4.5,N,-1.073166564,0.517783684,0.295420463
R_5DO9vAkO0lltQ18,2,2,GRTE_SMS,3,8.5,N,-1.073166564,0.517783684,0.295420463
R_5DO9vAkO0lltQ18,2,3,GRTE_PBC,3,4.5,Y,-1.073166564,0.517783684,0.295420463
R_5DO9vAkO0lltQ18,2,4,YELL_CPOF,3,8.5,Y,-1.073166564,0.517783684,0.295420463
R_5LVv97VkWRlkgWc,2,1,YELL_MWS,2,4.5,N,-0.918730005,0.653918556,-0.692887942
R_5LVv97VkWRlkgWc,2,2,GRTE_SMS,3,8.5,N,-0.918730005,0.653918556,-0.692887942
R_5LVv97VkWRlkgWc,2,3,GRTE_PBC,3,4.5,Y,-0.918730005,0.653918556,-0.692887942
R_5LVv97VkWRlkgWc,2,4,YELL_CPOF,2,8.5,Y,-0.918730005,0.653918556,-0.692887942
R_5RuQ7lCAir5p8mD,2,1,YELL_MWS,3,4.5,N,0.137430736,0.401610043,-0.827557767
R_5RuQ7lCAir5p8mD,2,2,GRTE_SMS,3,8.5,N,0.137430736,0.401610043,-0.827557767
R_5RuQ7lCAir5p8mD,2,3,GRTE_PBC,3,4.5,Y,0.137430736,0.401610043,-0.827557767
R_5RuQ7lCAir5p8mD,2,4,YELL_CPOF,3,8.5,Y,0.137430736,0.401610043,-0.827557767
R_5rvPfwvV43PEafh,2,1,YELL_MWS,3,4.5,N,0.524087252,0.450650057,0.773295717
R_5rvPfwvV43PEafh,2,2,GRTE_SMS,3,8.5,N,0.524087252,0.450650057,0.773295717
R_5rvPfwvV43PEafh,2,3,GRTE_PBC,3,4.5,Y,0.524087252,0.450650057,0.773295717
R_5rvPfwvV43PEafh,2,4,YELL_CPOF,3,8.5,Y,0.524087252,0.450650057,0.773295717
R_5S1pvHRveDX5Oj2,2,1,YELL_MWS,3,4.5,N,1.343345691,-0.580466295,-0.393400691
R_5S1pvHRveDX5Oj2,2,2,GRTE_SMS,3,8.5,N,1.343345691,-0.580466295,-0.393400691
R_5S1pvHRveDX5Oj2,2,3,GRTE_PBC,3,4.5,Y,1.343345691,-0.580466295,-0.393400691
R_5S1pvHRveDX5Oj2,2,4,YELL_CPOF,3,8.5,Y,1.343345691,-0.580466295,-0.393400691
R_5y7j5w9LKdoFoNx,2,1,YELL_MWS,3,4.5,N,-0.391922229,0.255363734,-0.937616381
R_5y7j5w9LKdoFoNx,2,2,GRTE_SMS,3,8.5,N,-0.391922229,0.255363734,-0.937616381
R_5y7j5w9LKdoFoNx,2,3,GRTE_PBC,3,4.5,Y,-0.391922229,0.255363734,-0.937616381
R_5y7j5w9LKdoFoNx,2,4,YELL_CPOF,3,8.5,Y,-0.391922229,0.255363734,-0.937616381
R_6ecdZiqd8Yvt3hB,2,1,YELL_MWS,3,4.5,N,-0.585432132,0.087632129,-0.346199389
R_6ecdZiqd8Yvt3hB,2,2,GRTE_SMS,2,8.5,N,-0.585432132,0.087632129,-0.346199389
R_6ecdZiqd8Yvt3hB,2,3,GRTE_PBC,3,4.5,Y,-0.585432132,0.087632129,-0.346199389
R_6ecdZiqd8Yvt3hB,2,4,YELL_CPOF,3,8.5,Y,-0.585432132,0.087632129,-0.346199389
R_6Gn9VKbTd135ox7,2,1,YELL_MWS,3,4.5,N,-0.052862924,0.482793244,0.525122369
R_6Gn9VKbTd135ox7,2,2,GRTE_SMS,3,8.5,N,-0.052862924,0.482793244,0.525122369
R_6Gn9VKbTd135ox7,2,3,GRTE_PBC,3,4.5,Y,-0.052862924,0.482793244,0.525122369
R_6Gn9VKbTd135ox7,2,4,YELL_CPOF,3,8.5,Y,-0.052862924,0.482793244,0.525122369
R_6MC3dJrPByGFq5U,2,1,YELL_MWS,3,4.5,N,-1.102212542,-0.968257047,0.039904681
R_6MC3dJrPByGFq5U,2,2,GRTE_SMS,3,8.5,N,-1.102212542,-0.968257047,0.039904681
R_6MC3dJrPByGFq5U,2,3,GRTE_PBC,3,4.5,Y,-1.102212542,-0.968257047,0.039904681
R_6MC3dJrPByGFq5U,2,4,YELL_CPOF,3,8.5,Y,-1.102212542,-0.968257047,0.039904681
R_6uUCxxn9MsLVzMR,2,1,YELL_MWS,3,4.5,N,-0.919510492,-0.090948181,-0.479559709
R_6uUCxxn9MsLVzMR,2,2,GRTE_SMS,1,8.5,N,-0.919510492,-0.090948181,-0.479559709
R_6uUCxxn9MsLVzMR,2,3,GRTE_PBC,3,4.5,Y,-0.919510492,-0.090948181,-0.479559709
R_6uUCxxn9MsLVzMR,2,4,YELL_CPOF,1,8.5,Y,-0.919510492,-0.090948181,-0.479559709
R_71Rrp8IKWtTWEUt,2,1,YELL_MWS,3,4.5,N,-1.131227067,-0.049348752,0.174371356
R_71Rrp8IKWtTWEUt,2,2,GRTE_SMS,-1,8.5,N,-1.131227067,-0.049348752,0.174371356
R_71Rrp8IKWtTWEUt,2,3,GRTE_PBC,3,4.5,Y,-1.131227067,-0.049348752,0.174371356
R_71Rrp8IKWtTWEUt,2,4,YELL_CPOF,3,8.5,Y,-1.131227067,-0.049348752,0.174371356
R_799gBC6zUJcLr2N,2,1,YELL_MWS,3,4.5,N,-0.496202292,0.204824247,0.611196972
R_799gBC6zUJcLr2N,2,2,GRTE_SMS,2,8.5,N,-0.496202292,0.204824247,0.611196972
R_799gBC6zUJcLr2N,2,3,GRTE_PBC,3,4.5,Y,-0.496202292,0.204824247,0.611196972
R_799gBC6zUJcLr2N,2,4,YELL_CPOF,1,8.5,Y,-0.496202292,0.204824247,0.611196972
R_7aAcnmglJ591hGl,2,1,YELL_MWS,3,4.5,N,-0.464460259,0.568072579,0.13480459
R_7aAcnmglJ591hGl,2,2,GRTE_SMS,3,8.5,N,-0.464460259,0.568072579,0.13480459
R_7aAcnmglJ591hGl,2,3,GRTE_PBC,2,4.5,Y,-0.464460259,0.568072579,0.13480459
R_7aAcnmglJ591hGl,2,4,YELL_CPOF,3,8.5,Y,-0.464460259,0.568072579,0.13480459
R_7BBSqqWca574nmy,2,1,YELL_MWS,0,4.5,N,-2.413355212,-1.293639638,-0.796059956
R_7BBSqqWca574nmy,2,2,GRTE_SMS,-2,8.5,N,-2.413355212,-1.293639638,-0.796059956
R_7BBSqqWca574nmy,2,3,GRTE_PBC,0,4.5,Y,-2.413355212,-1.293639638,-0.796059956
R_7BBSqqWca574nmy,2,4,YELL_CPOF,0,8.5,Y,-2.413355212,-1.293639638,-0.796059956
R_7cgiPT8TwvgnBn3,2,1,YELL_MWS,3,4.5,N,0.445721501,1.531133803,0.934832245
R_7cgiPT8TwvgnBn3,2,2,GRTE_SMS,3,8.5,N,0.445721501,1.531133803,0.934832245
